Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
,Caliburn G2 R,,64.99,Fixed,,1,,,6941736504049,,,,,
,Caliburn G2 M,,64.99,Fixed,,1,,,6941736504070,,,,,
,Ak2,,37.00,Fixed,,1,,,6941736502373,,,,,
,A2,,49.99,Fixed,,1,,,6941736502557,,,,,
,Ak2 Sakura Pink,,39.99,Fixed,,1,,,6941736505831,,,,,
,X Pod System,,54.99,Fixed,,1,,,6941736506296,,,,,
,A2 Pod System,,39.99,Fixed,,1,,,6941736502571,,,,,
,Caliburn Empty Cartridge 3ml 2pcs,,10.00,Fixed,,1,,,06BK1GGM84303537,,,,,
,Turkish Royal,,7.99,Fixed,,1,,,012300302883,,,,,
,Blue 1,,7.99,Fixed,,1,,,01230739,,,,,
,Crush,,7.99,Fixed,,1,,,012300197410,,,,,
,No. 9,,7.99,Fixed,,1,,,012300356916,,,,,
,Crush Non Menthol-Menthol,,7.99,Fixed,,1,,,012300105729,,,,,
,Crush Menthol,,7.99,Fixed,,1,,,01239332,,,,,
,Regular Candy Icecream,,5.00,Fixed,,1,,,632365102664,,,,,
,Regular Capsules,,7.99,Fixed,,1,,,840078568732,,,,,
,Regular Ceramic Flat,,,VARIABLE,,1,,,,,,,,
,Donuts Mug,,19.99,Fixed,,1,,,638054824329,,,,,
,Boob Lover Mug,,24.99,Fixed,,1,,,638054824404,,,,,
,Pineapple Mug,,25.00,Fixed,,1,,,638054881148,,,,,
,Ice Cream Pipe,,25.00,Fixed,,1,,,638054881414,,,,,
,Gnome Pipe,,25.00,Fixed,,1,,,638054825432,,,,,
,Regular Ceramic Flat 1,,0.99,Fixed,,1,,,,,,,,
,Regular Chargers,,10.00,Fixed,,1,,,852698006648,,,,,
,Type C Cord,,10.00,Fixed,,1,,,857558007193,,,,,
,Regular Cheech & Chong King Siz Papers,,2.99,Fixed,,1,,,812624020094,,,,,
,Regular Cheetos,,7.00,Fixed,,1,,,6924743922747,,,,,
,Corn Roll Cheese,,7.00,Fixed,,1,,,4710543214012,,,,,
,Corn On The Cob,,6.99,Fixed,,1,,,6924743913738,,,,,
,Regular Chicken Tortilla Chips,,7.00,Fixed,,1,,,4710543543136,,,,,
,Regular Chilli Steel Pipes,,175.00,Fixed,,1,,,651357459371,,,,,
,Maeng Da 60caps,,49.99,Fixed,,1,,,635648203409,,,,,
,Broneo Kratom 60caps,,49.99,Fixed,,1,,,635648203379,,,,,
,Borneo 30caps,,21.99,Fixed,,1,,,635648203331,,,,,
,Maeng Da,,21.99,Fixed,,1,,,635648203317,,,,,
,Romeo Y Julieta,,11.99,Fixed,,1,,,076452350413,,,,,
,Cohiba Nicaragua,,17.99,Fixed,,1,,,689674070481,,,,,
,Partagas,,11.99,Fixed,,1,,,689674028086,,,,,
,Macanudo Maduro,,11.99,Fixed,,1,,,689674030591,,,,,
,Diesel Esteli Puro,,9.99,Fixed,,1,,,689674107873,,,,,
,La Gloria Cubana,,8.99,Fixed,,1,,,689674028857,,,,,
,Brazila,,8.99,Fixed,,1,,,652125006414,,,,,
,El Rey Del Mundo,,7.99,Fixed,,1,,,689674124672,,,,,
,Acid,,10.99,Fixed,,1,,,876742001144,,,,,
,Macanudo Court,,4.99,Fixed,,1,,,689674026020,,,,,
,Punch Clasico,,5.99,Fixed,,1,,,689674023678,,,,,
,Nub,,8.99,Fixed,,1,,,814539011990,,,,,
,La Gloria,,10.99,Fixed,,1,,,689674028826,,,,,
,Cohiba Red Dot,,25.99,Fixed,,1,,,689674015185,,,,,
,Cohiba Bllue,,25.99,Fixed,,1,,,689674105800,,,,,
,Montecristo Mini,,17.99,Fixed,,1,,,071610873537,,,,,
,Macanudo Mini,,15.99,Fixed,,1,,,689674013334,,,,,
,Excalibur Mini,,17.99,Fixed,,1,,,8710622600701,,,,,
,Aging Room Nicaraggua,,12.99,Fixed,,1,,,811438024823,,,,,
,Macanudo,,11.99,Fixed,,1,,,689674020868,,,,,
,Excalibur Hoyo De Monterrey,,11.99,Fixed,,1,,,689674028604,,,,,
,A Fuente,,7.99,Fixed,,1,,,843182100607,,,,,
,Acid Mini,,8.99,Fixed,,1,,,876742001205,,,,,
,Romeo Y Julieta 1,,11.99,Fixed,,1,,,076452351236,,,,,
,Fuente,,12.99,Fixed,,1,,,843182122760,,,,,
,888,,12.99,Fixed,,1,,,689770927900,,,,,
,Payback,,6.99,Fixed,,1,,,704137796958,,,,,
,Regular Cigarette Cases,,14.99,Fixed,,1,,,636730271009,,,,,
,,,,,,,,,,,,,,
,Smooth 100s,,1.99,Fixed,,1,,,091585022457,,,,,
,Menthol 100s,,1.99,Fixed,,1,,,812615001545,,,,,
,Full Flavor 100s,,1.99,Fixed,,1,,,812615001538,,,,,
,Clipper Tarot Lighters,,2.99,Fixed,,1,,,091585041144,,,,,
,Clipper,,2.99,Fixed,,1,,,091585022099,,,,,
,Regular Clipper,,,VARIABLE,,1,,,,,,,,
,Smooth,,1.79,Fixed,,1,,,812615001552,,,,,
,Regular Clipper Lighter,,3.99,Fixed,,1,,,091585041298,,,,,
,Bristo 1 1\4 Rolling Papers,,1.99,Fixed,,1,,,716165179405,,,,,
,Iced Mango Berries,,16.99,Fixed,,1,,,600176051686,,,,,
,Strawberry Pineapple Coconut 6mg,,16.99,Fixed,,1,,,600176052195,,,,,
,Strawberry Cream 6mg,,16.99,Fixed,,1,,,600176052102,,,,,
,Citrus Peach 6mg,,16.99,Fixed,,1,,,600176053000,,,,,
,Lemon Raspberry 6mg,,16.99,Fixed,,1,,,600176051761,,,,,
,Melon Berries 6mg,,16.99,Fixed,,1,,,684417989518,,,,,
,Blueberry Limeade,,16.99,Fixed,,1,,,600176052133,,,,,
,Apple Watermelon 6mg,,16.99,Fixed,,1,,,684417990378,,,,,
,Citrus Peach 3mg,,16.99,Fixed,,1,,,600176052997,,,,,
,Maple Butter 6mg,,16.99,Fixed,,1,,,600176051730,,,,,
,Blueberry Limeade 3mg,,16.99,Fixed,,1,,,600176052126,,,,,
,Apple Peach Strawberry,,16.99,Fixed,,1,,,600176051853,,,,,
,Iced Melon Berries 6mg,,16.99,Fixed,,1,,,684417989426,,,,,
,Tropical Lemonade 6mg,,16.99,Fixed,,1,,,600176053031,,,,,
,Peach Tea 6mg,,16.99,Fixed,,1,,,600176052164,,,,,
,Tres Leches 3mg,,16.99,Fixed,,1,,,684417990187,,,,,
,Tres Leches 6mg,,16.99,Fixed,,1,,,684417990194,,,,,
,Passion Fruit Orange Guava,,16.99,Fixed,,1,,,600176051914,,,,,
,Lemon Meringue 6mg,,16.99,Fixed,,1,,,600176051723,,,,,
,Melon Berries 0mg,,16.99,Fixed,,1,,,684417989495,,,,,
,Iced Grape Berries 6mg,,16.99,Fixed,,1,,,684417989488,,,,,
,Iced Apple Peach Strawberry 3mg,,16.99,Fixed,,1,,,600176051884,,,,,
,Iced Grape Berries 3mg,,16.99,Fixed,,1,,,684417989471,,,,,
,Blueberry Banana 3mg,,16.99,Fixed,,1,,,600176051785,,,,,
,Lemon Meringue 3mg,,16.99,Fixed,,1,,,600176051716,,,,,
,Pink Lemonade 0mg,,16.99,Fixed,,1,,,600176051990,,,,,
,Maple Butter 0mg,,16.99,Fixed,,1,,,600176051693,,,,,
,Mixed Berries 3mg,,16.99,Fixed,,1,,,684417990156,,,,,
,Peach Tea 3mg,,16.99,Fixed,,1,,,600176052157,,,,,
,Tobacco 3mg,,16.99,Fixed,,1,,,600176052034,,,,,
,Watermelon Cream 0mg,,16.99,Fixed,,1,,,600176052058,,,,,
,Blueberry Limeade 0mg,,16.99,Fixed,,1,,,600176052119,,,,,
,Lemon Raspberry 3mg,,16.99,Fixed,,1,,,600176051754,,,,,
,Iced Blood Orange Mango 3mg,,16.99,Fixed,,1,,,684417989440,,,,,
,Strawberry Pineapple Coconut 3mg,,16.99,Fixed,,1,,,600176052188,,,,,
,Watermelon Cream 3mg,,16.99,Fixed,,1,,,600176052065,,,,,
,Iced Passion Orange Guava,,16.99,Fixed,,1,,,600176051945,,,,,
,Iced Passion Fruit Orange Guava 6mg,,16.99,Fixed,,1,,,600176051952,,,,,
,Tobacco. 6mg,,16.99,Fixed,,1,,,600176052041,,,,,
,Menthol 3mg,,16.99,Fixed,,1,,,684417990033,,,,,
,Iced Blood Orange Mango 6mg,,17.00,Fixed,,1,,,684417989457,,,,,
,Blueberry Banana 6mg,,17.00,Fixed,,1,,,600176051808,,,,,
,Mango Berries 6mg,,16.99,Fixed,,1,,,600176052904,,,,,
,Pineapple Guava,,16.99,Fixed,,1,,,600176051983,,,,,
,Watermelon Cream 6mg,,16.99,Fixed,,1,,,600176052072,,,,,
,Maple Butter 3mg,,16.99,Fixed,,1,,,600176051792,,,,,
,Strawberry Cream 3mg,,16.99,Fixed,,1,,,600176052096,,,,,
,Iced Mango Berries 3mg,,16.99,Fixed,,1,,,600176051679,,,,,
,Pineapple Guava 3mg,,16.99,Fixed,,1,,,600176051976,,,,,
,Apple Watermelon 3mg,,16.99,Fixed,,1,,,684417990361,,,,,
,Tropical Lemonade 3mg,,16.99,Fixed,,1,,,600176053024,,,,,
,Mango Berries 3mg,,16.99,Fixed,,1,,,600176052812,,,,,
,Tobacco 35mg Salt,,15.99,Fixed,,1,,,600176053390,,,,,
,Tobacco 50mg Salt,,15.99,Fixed,,1,,,600176053406,,,,,
,Applke Peach Strawberry 50mg,,15.99,Fixed,,1,,,600176053307,,,,,
,Menthol 50mg Salt,,15.99,Fixed,,1,,,600176053345,,,,,
,Chilled Apple Pear 50mg,,15.99,Fixed,,1,,,684417989778,,,,,
,Blueberry Limeade 50mg Salt,,15.99,Fixed,,1,,,684417989853,,,,,
,Melon Berries 50mg Salt,,15.99,Fixed,,1,,,684417989839,,,,,
,Apple Watermelon 50mg Salt,,15.99,Fixed,,1,,,684417990521,,,,,
,Mango 35mg Salt,,15.99,Fixed,,1,,,600176053314,,,,,
,Menthol 6mg,,16.99,Fixed,,1,,,684417990040,,,,,
,Menthol Salt 35mg,,15.99,Fixed,,1,,,600176053338,,,,,
,Citrus Peach 35mg Salt,,15.99,Fixed,,1,,,600176053369,,,,,
,Iced Apple Watermelon 35mg,,15.99,Fixed,,1,,,684417990538,,,,,
,Iced Apple Watermelon 50mg,,15.99,Fixed,,1,,,684417990545,,,,,
,Iced Strawberry Kiwi 35mg,,15.99,Fixed,,1,,,684417990491,,,,,
,Iced Strawberry Kiwi 50mg Salt,,15.99,Fixed,,1,,,684417990507,,,,,
,Caramel Brulee 50mg Salt,,15.99,Fixed,,1,,,684417990569,,,,,
,Pink Lemonade 3mg,,15.99,Fixed,,1,,,600176052003,,,,,
,Melon Berries 35mg Salt,,15.99,Fixed,,1,,,684417989822,,,,,
,Apple Peach Strawberry 35mg Salt,,15.99,Fixed,,1,,,600176053291,,,,,
,Vanilla Custard 35mg Salt,,15.99,Fixed,,1,,,684417990576,,,,,
,Strawberry Kiwi 35mg Salt,,15.99,Fixed,,1,,,684417990477,,,,,
,Blueberry Limeade 35mg Salt,,15.99,Fixed,,1,,,684417989846,,,,,
,Caramel Brulee 3mg,,15.99,Fixed,,1,,,684417990453,,,,,
,Melon Berries 3mg,,15.99,Fixed,,1,,,684417989501,,,,,
,Vanilla Custard 6mg,,15.99,Fixed,,1,,,684417990439,,,,,
,Mixed Berries 6mg,,15.99,Fixed,,1,,,684417990163,,,,,
,Pink Lemonade 6mg,,15.99,Fixed,,1,,,600176052010,,,,,
,Strawberry Kiwi 6mg,,15.99,Fixed,,1,,,684417990316,,,,,
,Regular Coco Lux Coconut Shell Charcoal,,19.99,Fixed,,1,,,769894381052,,,,,
,Regular Coil Burner Starter,,25.00,Fixed,,1,,,643690613961,,,,,
,Regular Coonect Vaporizer,,240.00,Fixed,,1,,,811736023986,,,,,
,Regular Cookies,,19.99,Fixed,,1,,,707670121690,,,,,
,Watermelon Chew,,16.99,Fixed,,1,,,761571531897,,,,,
,Rainbow Candy,,16.99,Fixed,,1,,,761571939815,,,,,
,Regular Cracker Ol School Whip it,,4.99,Fixed,,1,,,084263002711,,,,,
,Regular Crispy Strawberry Cream Oreo,,12.00,Fixed,,1,,,6901668004956,,,,,
,Irish Cream,,2.99,Fixed,,1,,,608819836850,,,,,
,Thug Passion,,2.99,Fixed,,1,,,608819836843,,,,,
,Regular,,5.99,Fixed,,1,,,810008091197,,,,,
,Mini's Sweets,,4.99,Fixed,,1,,,751667366793,,,,,
,Black Pepper Crab,,7.00,Fixed,,1,,,4897053640163,,,,,
,Tom Yum Goong,,7.00,Fixed,,1,,,4897053640156,,,,,
,Spicy Seafood,,7.00,Fixed,,1,,,4897053640095,,,,,
,Grape,,1.99,Fixed,,1,,,716165174943,,,,,
,Ice Dream,,1.99,Fixed,,1,,,716165176145,,,,,
,Pimperschnaps,,1.99,Fixed,,1,,,716165178736,,,,,
,Rockstar,,1.99,Fixed,,1,,,716165203407,,,,,
,Natural Hemp,,1.99,Fixed,,1,,,9293827281399,,,,,
,Tiki Tango Cone,,1.99,Fixed,,1,,,716165203384,,,,,
,Natural 1,,1.99,Fixed,,1,,,716165281399,,,,,
,Suger Cane,,1.99,Fixed,,1,,,716165281344,,,,,
,Wonderr Berry Cyclone,,1.99,Fixed,,1,,,716165281351,,,,,
,Blakk Widow,,1.99,Fixed,,1,,,716165201342,,,,,
,Mean Green,,1.99,Fixed,,1,,,716165177432,,,,,
,Electric Nectar Collerctor,,71.99,Fixed,,1,,,860006629205,,,,,
,Regular Dafne Oreo,,8.00,Fixed,,1,,,6901668053527,,,,,
,IQ 2,,364.99,Fixed,,1,,,812108031639,,,,,
,Miqro,,131.99,Fixed,,1,,,812108030861,,,,,
,Stinger Detox Strawberry,,28.99,Fixed,,1,,,818136840502,,,,,
,Stinger Detox Fruit Punch,,28.99,Fixed,,1,,,818136840304,,,,,
,Stinger Detox Grape,,28.99,Fixed,,1,,,818136840403,,,,,
,Stinger Detox Lime,,28.99,Fixed,,1,,,818136840359,,,,,
,Magnum Detox Novelty 4oz,,12.99,Fixed,,1,,,613103018270,,,,,
,Magnum Detox 2oz,,10.99,Fixed,,1,,,613103003733,,,,,
,Smart Choice 3oz,,9.99,Fixed,,1,,,850349008461,,,,,
,Fetish Pouch,,19.99,Fixed,,1,,,642125393089,,,,,
,Super Maxx Detox,,4.99,Fixed,,1,,,818136040001,,,,,
,Stinger Detox 5caps,,24.99,Fixed,,1,,,818136840434,,,,,
,Stinger Detox Mouthwash,,13.99,Fixed,,1,,,818136825226,,,,,
,Monkey Whizz Urine Kit,,44.99,Fixed,,1,,,850024969018,,,,,
,Quick Fix Pro,,29.99,Fixed,,1,,,674008000081,,,,,
,QCarbo 16,,19.99,Fixed,,1,,,742961012172,,,,,
,D Detoxify,,12.99,Fixed,,1,,,870434005519,,,,,
,Champ Detox Grape,,14.99,Fixed,,1,,,018505122028,,,,,
,Champ Detox Pomegranate,,14.99,Fixed,,1,,,018505142934,,,,,
,Champ Detox Strawberry Kiwi,,14.99,Fixed,,1,,,118505122032,,,,,
,Champ Detox Lemon Lime,,14.99,Fixed,,1,,,018505122059,,,,,
,Champ Detox Acai Berry,,14.99,Fixed,,1,,,118505122063,,,,,
,High Voltage Detyox Bluebirds,,15.99,Fixed,,1,,,013964162530,,,,,
,Champ Cherry Vanilla,,9.99,Fixed,,1,,,118505122018,,,,,
,5x Elite,,45.00,Fixed,,1,,,810039269718,,,,,
,Champ Blueberry,,14.99,Fixed,,1,,,018505125135,,,,,
,Regular DigiTuL,,34.99,Fixed,,1,,,121583378413,,,,,
,Select,,13.99,Fixed,,1,,,751667074278,,,,,
,Regular Dnature Lactose,,39.99,Fixed,,1,,,700000014198,,,,,
,Regular Boobtube,,1.99,Fixed,,1,,,716894997684,,,,,
,Regular Doral,,,VARIABLE,,1,,,,,,,,
,Red,,7.99,Fixed,,1,,,012300840996,,,,,
,Regular Doritos,,7.00,Fixed,,1,,,4710543013868,,,,,
,Golden Cheese,,7.00,Fixed,,1,,,4710543664022,,,,,
,Regular Dr. Dabber Boost Evo,,350.00,Fixed,,1,,,854904007906,,,,,
,Regular Dr. Dabber Switch,,559.00,Fixed,,1,,,854904007135,,,,,
,Berry Terps,,7.99,Fixed,,1,,,860006080716,,,,,
,Pine Drip,,7.99,Fixed,,1,,,860006080723,,,,,
,Drip Blender,,45.00,Fixed,,1,,,850027563213,,,,,
,ORB Sluper,,45.00,Fixed,,1,,,850027563237,,,,,
,Dr Hemp Straighht Slurper,,45.00,Fixed,,1,,,850027563206,,,,,
,Terp Slurper,,45.00,Fixed,,1,,,850027563183,,,,,
,Nectar Collector,,54.99,Fixed,,1,,,801170,,,,,
,Regular Dragon Ballz Waarior Energy Drink,,6.99,Fixed,,1,,,611508175628,,,,,
,Regular Dragon Egg Orange,,120.00,Fixed,,1,,,6973199598518,,,,,
,Naruto Ramune Melon,,4.99,Fixed,,1,,,074601176556,,,,,
,Naruto Ramune Lychee,,4.99,Fixed,,1,,,074601176532,,,,,
,Canada Dry Pineapple,,5.99,Fixed,,1,,,078000144406,,,,,
,Jrank Classic,,5.99,Fixed,,1,,,094922814647,,,,,
,Exotle Pop Cotton Candy,,5.99,Fixed,,1,,,850008463006,,,,,
,GTs Reawaken,,6.99,Fixed,,1,,,722430103105,,,,,
,Exotle Pop Red Creame,,5.99,Fixed,,1,,,850008463464,,,,,
,Penafiel Apple,,4.99,Fixed,,1,,,7501073842717,,,,,
,Welch's Berry,,5.99,Fixed,,1,,,859964007446,,,,,
,Canada Dry,,5.99,Fixed,,1,,,078000158403,,,,,
,Penafiel Pink Grapefruit,,4.99,Fixed,,1,,,7501073840607,,,,,
,Penafiel Mango,,4.99,Fixed,,1,,,7501073842670,,,,,
,Faygo Pinapple,,1.25,Fixed,,1,,,073800006299,,,,,
,Faygo Pineapple Orange,,1.25,Fixed,,1,,,073800004714,,,,,
,Faygo Cola,,1.25,Fixed,,1,,,073800008361,,,,,
,Faygo Grape,,1.25,Fixed,,1,,,073800009641,,,,,
,Faygo Cotton Candy,,1.25,Fixed,,1,,,073800010241,,,,,
,Faygo Cream,,1.25,Fixed,,1,,,073800010258,,,,,
,Océan Bomb Future Trunk,,6.99,Fixed,,1,,,4712966542376,,,,,
,Océan Bomb Vegito,,6.99,Fixed,,1,,,4712966542390,,,,,
,Dragon ballz Spirit Bom,,6.99,Fixed,,1,,,611508175000,,,,,
,Hata Soda,,6.99,Fixed,,1,,,4902494200125,,,,,
,Tasty Melon Creamy Soda,,6.99,Fixed,,1,,,022304203062,,,,,
,Ocean Bomb Buu,,6.99,Fixed,,1,,,4712966542383,,,,,
,Ocean Bomb Strawberry,,5.99,Fixed,,1,,,4712966542307,,,,,
,Ocean Bomb Pomelo,,5.99,Fixed,,1,,,4712966542147,,,,,
,Faygo Fire Works,,4.99,Fixed,,1,,,073800010227,,,,,
,Mango Creamy Soda,,5.99,Fixed,,1,,,022304203116,,,,,
,Ocen Bomb lychee Flavor,,5.99,Fixed,,1,,,4712966542185,,,,,
,wave juice,,5.00,Fixed,,1,,,850008463143,,,,,
,Toxic Rick,,7.00,Fixed,,1,,,611508175161,,,,,
,Operation Phoniex,,7.00,Fixed,,1,,,611508175666,,,,,
,Penafeil,,4.99,Fixed,,1,,,7501073839854,,,,,
,Pena Pins,,4.99,Fixed,,1,,,7501073841925,,,,,
,Faygo Raspberry Blueberry,,4.99,Fixed,,1,,,073800006336,,,,,
,Japan Pink,,5.00,Fixed,,1,,,6971795610115,,,,,
,Crush Strawberrry,,3.50,Fixed,,1,,,078000027587,,,,,
,Crush Orange,,3.50,Fixed,,1,,,078000027563,,,,,
,Crush Grape,,3.50,Fixed,,1,,,078000027570,,,,,
,Crush Peach,,5.99,Fixed,,1,,,078000014051,,,,,
,Southern Screw Soda,,5.00,Fixed,,1,,,860282001696,,,,,
,Ocean Bomb Goku Orange,,5.99,Fixed,,1,,,4712966542369,,,,,
,Faygo Creme Soda,,1.25,Fixed,,1,,,073800010401,,,,,
,Sonic Energy,,7.00,Fixed,,1,,,611508175024,,,,,
,Pac Man Energy Drink,,7.00,Fixed,,1,,,611508176229,,,,,
,Canada Dry Black Cherry Wishniak,,5.99,Fixed,,1,,,078000160406,,,,,
,Stellina Star Pop,,7.00,Fixed,,1,,,611508176328,,,,,
,Screw Relaxation Sod Blue Cream,,5.99,Fixed,,1,,,860282001603,,,,,
,Pusheen,,6.00,Fixed,,1,,,611508176311,,,,,
,Faygo Redpop,,1.25,Fixed,,1,,,073800010302,,,,,
,Crush Grapefruit Toronja,,5.99,Fixed,,1,,,078000022988,,,,,
,Crush Watermelon,,5.99,Fixed,,1,,,078000031102,,,,,
,Raumune Pomegranate,,5.00,Fixed,,1,,,074601176587,,,,,
,Ramune Grape,,5.00,Fixed,,1,,,074601176600,,,,,
,Ramune Pineapple,,5.00,Fixed,,1,,,074601176594,,,,,
,Clearly Canadian Country Raspberry,,4.99,Fixed,,1,,,06647971,,,,,
,3chi Seltzers Pineapple,,6.99,Fixed,,1,,,810078837619,,,,,
,Canada Dry Cranberry Ginger Ale,,5.99,Fixed,,1,,,078000156409,,,,,
,Faygo Cotton Candy 2,,1.25,Fixed,,1,,,073800010388,,,,,
,3chi Seltzers Cherry Lime,,6.99,Fixed,,1,,,810078837633,,,,,
,Crush Soda Mousse,,7.00,Fixed,,1,,,056000011102,,,,,
,Cactus Cooler,,7.00,Fixed,,1,,,078000011647,,,,,
,Crush Cream Soda Mousse,,7.00,Fixed,,1,,,05654503,,,,,
,Peach Fanta,,15.00,Fixed,,1,,,6928804019414,,,,,
,Regular Dunhill,,,VARIABLE,,1,,,,,,,,
,International,,7.99,Fixed,,1,,,027200356843,,,,,
,Sweet Fusion,,0.99,Fixed,,1,,,071610505728,,,,,
,Honey Fousion,,0.99,Fixed,,1,,,071610496088,,,,,
,Royal Haze,,0.99,Fixed,,1,,,071610202870,,,,,
,Berry Fusion,,0.99,Fixed,,1,,,071610496682,,,,,
,Blue Dream Fusion,,0.99,Fixed,,1,,,071610202702,,,,,
,Java Fusion,,0.99,Fixed,,1,,,071610496569,,,,,
,Leave,,1.29,Fixed,,1,,,071610203075,,,,,
,Chocolate 3 Cigars,,2.50,Fixed,,1,,,071610498532,,,,,
,Gold Fusion,,0.99,Fixed,,1,,,071610203259,,,,,
,Irish Fusion,,0.99,Fixed,,1,,,071610495241,,,,,
,De Lux 3 Pack,,2.50,Fixed,,1,,,071610496323,,,,,
,Palma 3 Pack,,2.50,Fixed,,1,,,071610499492,,,,,
,Og Fusion,,0.99,Fixed,,1,,,071610203273,,,,,
,Money Clip Torch,,5.00,Fixed,,1,,,853195000696,,,,,
,Mini-angle Torch,,5.00,Fixed,,1,,,853195000467,,,,,
,Torch With Safestop,,6.99,Fixed,,1,,,853195000986,,,,,
,Watermelon Gummies,,70.99,Fixed,,1,,,611851868802,,,,,
,Lemon Gummies,,70.99,Fixed,,1,,,611851868789,,,,,
,Early Bird Strawberry,,70.99,Fixed,,1,,,611851868796,,,,,
,Bali 65 Capos,,18.99,Fixed,,1,,,212223246954,,,,,
,Regular Earth Red 300,,55.00,Fixed,,1,,,005821312080,,,,,
,Hemp Pod Jungle Juice,,11.99,Fixed,,1,,,850003418247,,,,,
,Hemp Pod Mango,,11.99,Fixed,,1,,,850003418230,,,,,
,Hemp Pod Mint Chocolate Chip,,11.99,Fixed,,1,,,850003418261,,,,,
,Hemp Pod Watermelon,,11.99,Fixed,,1,,,850003418254,,,,,
,Slow Burning Hemp Papers,,1.99,Fixed,,1,,,716165280996,,,,,
,Ultra Thin Rice Papers,,1.99,Fixed,,1,,,716165177296,,,,,
,"Artesano Tray, Papers, Tips",,4.99,Fixed,,1,,,716165178897,,,,,
,1 1\4 300 Ultra Thin Rice Papers,,3.99,Fixed,,1,,,716165177630,,,,,
,79mm Rollers,,5.99,Fixed,,1,,,716165153153,,,,,
,Cones 1 1/4,,2.99,Fixed,,1,,,716165202189,,,,,
,Pink King Size Slim,,2.99,Fixed,,1,,,716165301486,,,,,
,King Size Ultra Thin Rice Papers,,3.99,Fixed,,1,,,716165177814,,,,,
,Blue Razz Ice,,19.99,Fixed,,1,,,6939287943790,,,,,
,Strawberry Mango,,19.99,Fixed,,1,,,6939287943882,,,,,
,Elf Waterrmelpn Ice,,19.99,Fixed,,1,,,6939287944612,,,,,
,Rainbow Cloudz,,19.99,Fixed,,1,,,6975207754381,,,,,
,Sour Apple,,19.99,Fixed,,1,,,6939287960636,,,,,
,Strawberry Ice,,19.99,Fixed,,1,,,6939287965969,,,,,
,Watermelon Bubblegum,,19.99,Fixed,,1,,,6939287960650,,,,,
,Kiwi Passion Fruit Guava,,19.99,Fixed,,1,,,6975207754282,,,,,
,Mango Peace 5000 Puffs,,19.99,Fixed,,1,,,6939287944537,,,,,
,Strazz,,19.99,Fixed,,1,,,6937643508645,,,,,
,Sweet Menthol,,19.99,Fixed,,1,,,6975207754473,,,,,
,Rainbow Candy 5000 Puffs,,19.99,Fixed,,1,,,6975207754374,,,,,
,Pineapple Coconut Ice,,19.99,Fixed,,1,,,6939287960599,,,,,
,Watermelon Bubblegum 5000 Puff,,19.99,Fixed,,1,,,6975207754503,,,,,
,Fuji Ice,,19.99,Fixed,,1,,,6937643508621,,,,,
,Sour Apple 5000 Puffs,,19.99,Fixed,,1,,,6975207754411,,,,,
,Strawberry Mango 1,,19.99,Fixed,,1,,,6975207754459,,,,,
,Triple Berry Ice,,19.99,Fixed,,1,,,6975207754480,,,,,
,Sour Candy,,19.99,Fixed,,1,,,6937643545428,,,,,
,Black Ice,,19.99,Fixed,,1,,,6937643508614,,,,,
,Tropical Rainbow Blast,,19.99,Fixed,,1,,,6975207754497,,,,,
,Fcuking Fab,,19.99,Fixed,,1,,,6926608105135,,,,,
,Sundance,,19.99,Fixed,,1,,,6926608107436,,,,,
,Strawberry Dragon Fruit Mango,,19.99,Fixed,,1,,,6926608106958,,,,,
,Triple Apple Lush Iced,,19.99,Fixed,,1,,,6926608106873,,,,,
,Peach Mango,,19.99,Fixed,,1,,,6926608105111,,,,,
,Cotton Ball,,19.99,Fixed,,1,,,6926608105234,,,,,
,Cuban Cigar,,19.99,Fixed,,1,,,6975207754220,,,,,
,Candy Love,,19.99,Fixed,,1,,,6926608107719,,,,,
,Banana Drop,,19.99,Fixed,,1,,,6926608107672,,,,,
,Sunset,,19.99,Fixed,,1,,,6937643551375,,,,,
,Ice Summer Peach,,19.99,Fixed,,1,,,6937643543264,,,,,
,Elf Bar Mixed Berries,,19.99,Fixed,,1,,,6926608105098,,,,,
,Watermelon Ice,,19.99,Fixed,,1,,,6975207754527,,,,,
,Strawberry Cream,,19.99,Fixed,,1,,,6937643545459,,,,,
,Blue Razz Ice 1,,19.99,Fixed,,1,,,6975207754190,,,,,
,Mango Peach Apricot,,19.99,Fixed,,1,,,6975207754329,,,,,
,Summertime,,19.99,Fixed,,1,,,6937643551382,,,,,
,Lemon Mint,,19.99,Fixed,,1,,,6975207754299,,,,,
,White Gummy,,19.99,Fixed,,1,,,6926608106972,,,,,
,Lost Mary Cranberry Soda,,19.99,Fixed,,1,,,6937643547828,,,,,
,Lost Mary Watermelon,,19.99,Fixed,,1,,,6937643547910,,,,,
,Lost Mary Blueberry Ice,,19.99,Fixed,,1,,,6937643547811,,,,,
,Lost Mary Juicy Peach,,19.99,Fixed,,1,,,6937643547842,,,,,
,Lost Mary Grape,,19.99,Fixed,,1,,,6937643547835,,,,,
,Lost Mary Strawberry Pina Colada,,19.99,Fixed,,1,,,6937643547897,,,,,
,Lost Mary Blue Cotton Candy,,19.99,Fixed,,1,,,6937643547798,,,,,
,Lost Mary Strawberry Mango,,19.99,Fixed,,1,,,6937643547880,,,,,
