Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
,Lost Mary Kiwi Passion Fruit Guava,,19.99,Fixed,,1,,,6937643547859,,,,,
,Gumi,,19.99,Fixed,,1,,,6975207754268,,,,,
,Mango Peach,,19.99,Fixed,,1,,,6939287954529,,,,,
,Watermelon Cantaloupe Honewdew,,19.99,Fixed,,1,,,6975207754510,,,,,
,Watermelon Jolly Candy Ice,,19.99,Fixed,,1,,,6937643568793,,,,,
,Cranberry Grape,,19.99,Fixed,,1,,,6975207754213,,,,,
,Watermelon Ice 1,,19.99,Fixed,,1,,,6939287954604,,,,,
,Strawberry Ice 1,,19.99,Fixed,,1,,,6937643547873,,,,,
,Guava Ice,,19.99,Fixed,,1,,,6975207754251,,,,,
,Sweet menthol,,19.99,Fixed,,1,,,6939287954659,,,,,
,Sakura Grape,,19.99,Fixed,,1,,,6939287954574,,,,,
,Pod King Fresh Mint,,19.99,Fixed,,1,,,6926608108693,,,,,
,Elf bar Rainbow Candy,,19.99,Fixed,,1,,,6939287954628,,,,,
,Strawberry Kiwi,,19.99,Fixed,,1,,,6975207754442,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Strawberry Pina Colada,,19.99,Fixed,,1,,,6975207754466,,,,,
,Peach Ice,,19.99,Fixed,,1,,,6975207754343,,,,,
,,,,,,,,,,,,,,
,Strawberry Banana,,19.99,Fixed,,1,,,6975207754428,,,,,
,Miami Mint,,19.99,Fixed,,1,,,6937643543271,,,,,
,Lost Mary Blue Razz Ice,,19.99,Fixed,,1,,,6937643547804,,,,,
,Lost Mary Strawberry Sundae,,19.99,Fixed,,1,,,6937643547903,,,,,
,Peach Mango Watermelon,,19.99,Fixed,,1,,,6975207754350,,,,,
,Pod King Pomo Blue Straw,,19.99,Fixed,,1,,,6926608105050,,,,,
,Pod King Blue Razz Pomo,,19.99,Fixed,,1,,,6926608106897,,,,,
,Pod King Red Apple,,19.99,Fixed,,1,,,6926608105197,,,,,
,Pod King Rainbow,,19.99,Fixed,,1,,,6926608105074,,,,,
,Bubba Sweet,,1.99,Fixed,,1,,,018505691128,,,,,
,Blazin' Blue Ice,,1.99,Fixed,,1,,,018505691067,,,,,
,,,,,,,,,,,,,,
,Triple Double 222 Natural Wraps + Cone,,2.99,Fixed,,1,,,018505691142,,,,,
,Triple Double 222 Sweet Wraps + Cones,,2.99,Fixed,,1,,,018505691166,,,,,
,Plush Russian Cream,,1.99,Fixed,,1,,,018505691111,,,,,
,Diesel Honey berry Hemp Wrap Cone,,1.99,Fixed,,1,,,018505691197,,,,,
,Grape / White Grape Wrap + Cones,,2.99,Fixed,,1,,,018505691135,,,,,
,Regular Endo Extendo,,2.99,Fixed,,1,,,018505691005,,,,,
,Blueberry Ambrosa,,15.99,Fixed,,1,,,758890628117,,,,,
,Banana Ice,,15.99,Fixed,,1,,,651357009972,,,,,
,,,,,,,,,,,,,,
,Esco bar Strawberry Cream,,15.99,Fixed,,1,,,753620217326,,,,,
,,,,,,,,,,,,,,
,Mango Ice,,15.99,Fixed,,1,,,753620202919,,,,,
,Cotton Candy,,15.99,Fixed,,1,,,753620078064,,,,,
,Spearmint,,15.99,Fixed,,1,,,651357249439,,,,,
,Blue Rasberry,,15.99,Fixed,,1,,,651357384758,,,,,
,Watermelon Bubble Gum,,15.99,Fixed,,1,,,850033553208,,,,,
,,,,,,,,,,,,,,
,Blue Raspberry Lemon,,15.99,Fixed,,1,,,850033553222,,,,,
,Mango Guava Ice,,15.99,Fixed,,1,,,850033553161,,,,,
,Grape Ice,,15.99,Fixed,,1,,,753620380341,,,,,
,Rainbow,,15.99,Fixed,,1,,,753620198670,,,,,
,Orange Limeade,,15.99,Fixed,,1,,,753620086540,,,,,
,Fuji Apple Ice,,15.99,Fixed,,1,,,850033553185,,,,,
,Red Apple,,15.99,Fixed,,1,,,651357061864,,,,,
,Snow Cone Ice,,15.99,Fixed,,1,,,850033553147,,,,,
,Tropical Rainboe Blast,,15.99,Fixed,,1,,,811960038350,,,,,
,Kiwi Dragon Berry,,15.99,Fixed,,1,,,811960037964,,,,,
,Tobacco,,15.99,Fixed,,1,,,753620330452,,,,,
,Peachy Mango Pineapple,,15.99,Fixed,,1,,,811960038329,,,,,
,Fiji Melon Ice,,15.99,Fixed,,1,,,811960038831,,,,,
,Blue Razzleberry Pomegranate,,15.99,Fixed,,1,,,811960038008,,,,,
,,,,,,,,,,,,,,
,Strawnanners Ice,,15.99,Fixed,,1,,,811960037988,,,,,
,Bubble Gum Ice,,15.99,Fixed,,1,,,651357457667,,,,,
,Pink Lemonade,,15.99,Fixed,,1,,,651357175950,,,,,
,Lychee Mango,,15.99,Fixed,,1,,,850037090259,,,,,
,Esco bar White Gummy,,15.99,Fixed,,1,,,850037090211,,,,,
,Sun Kissed,,15.99,Fixed,,1,,,850037090235,,,,,
,Blue Razz Cotton Candy,,15.99,Fixed,,1,,,758890629794,,,,,
,Aloe Mango Melon,,15.99,Fixed,,1,,,758890628131,,,,,
,Black Dragon Ice,,15.99,Fixed,,1,,,758890628094,,,,,
,Pink Burst,,15.99,Fixed,,1,,,850037090914,,,,,
,Lemon Drops,,15.99,Fixed,,1,,,758890629855,,,,,
,Pacific Cooler,,15.99,Fixed,,1,,,850037090952,,,,,
,Lychee Ice,,15.99,Fixed,,1,,,758890629879,,,,,
,Icy Mint,,15.99,Fixed,,1,,,850039013805,,,,,
,Blue Gummy,,15.99,Fixed,,1,,,850037090891,,,,,
,Cool Salted Caramel,,15.99,Fixed,,1,,,753620238123,,,,,
,Gummy Bear,,15.99,Fixed,,1,,,758890629831,,,,,
,Mega Peach Pineapple,,27.99,Fixed,,1,,,753620495885,,,,,
,Mega Blue Razz Pom Ice,,27.99,Fixed,,1,,,811960033034,,,,,
,Mega Kiwi Guava,,27.99,Fixed,,1,,,753620427329,,,,,
,Mega Strawberry Watermelon,,27.99,Fixed,,1,,,753620410895,,,,,
,Mega Rootbeer Float,,27.99,Fixed,,1,,,753620471575,,,,,
,Mega Mixed Berries,,27.99,Fixed,,1,,,850037090310,,,,,
,Mega Mango Berry Ice,,27.99,Fixed,,1,,,811960033133,,,,,
,Mega White Mystery,,27.99,Fixed,,1,,,850037090297,,,,,
,Mega Straw Melons,,27.99,Fixed,,1,,,811960033072,,,,,
,Mega Blueberry Ice,,27.99,Fixed,,1,,,753620493317,,,,,
,Mega White Gummy,,27.99,Fixed,,1,,,850039013294,,,,,
,Mega Blood Orange Tangerine,,27.99,Fixed,,1,,,753620437373,,,,,
,Fruita Slushy 6000 Puff,,29.99,Fixed,,1,,,850042212240,,,,,
,Fruita Rainbow Cotton Candy 6000 Puff,,29.99,Fixed,,1,,,850042212288,,,,,
,Fruita Peach Watermelon 6000 Puff,,29.99,Fixed,,1,,,850042212264,,,,,
,Fruita Jungle Juice 6000 Puff,,29.99,Fixed,,1,,,850042212226,,,,,
,3% Watermelon Ice 2500 Puff,,15.99,Fixed,,1,,,758890629398,,,,,
,3% Bubblegum Ice 2500 Puff,,15.99,Fixed,,1,,,758890629299,,,,,
,Kilo Wild Strawberry,,19.99,Fixed,,1,,,842922122787,,,,,
,Kilo Rainburst,,19.99,Fixed,,1,,,842922122824,,,,,
,Kilo Brazzberry,,19.99,Fixed,,1,,,842922122794,,,,,
,Noms Asian Pear Pineapple,,19.99,Fixed,,1,,,722713777979,,,,,
,Noms Mojito Mint,,19.99,Fixed,,1,,,722713777986,,,,,
,Noms Blueberry Papaya Strawberry,,19.99,Fixed,,1,,,722713777993,,,,,
,Noms White Peach Raspberry,,19.99,Fixed,,1,,,722713777399,,,,,
,Kilo Mango Twist,,19.99,Fixed,,1,,,842922122800,,,,,
,Kilo Mint,,19.99,Fixed,,1,,,842922122817,,,,,
,Fruita Caribbean Breeze 2500 Puff,,15.99,Fixed,,1,,,850042212592,,,,,
,Peachy Mango Icr,,15.99,Fixed,,1,,,811960038824,,,,,
,Ripe Apple Melons Ice,,15.99,Fixed,,1,,,810107494691,,,,,
,Kiwi Dragon Berry Ice,,15.99,Fixed,,1,,,810107494677,,,,,
,Regular Exxus Snap Vader,,34.99,Fixed,,1,,,101051003917,,,,,
,Regular Eyce,,35.00,Fixed,,1,,,850009637505,,,,,
,Eyce Spoon Pipe,,19.99,Fixed,,1,,,857011008040,,,,,
,Shorty,,19.99,Fixed,,1,,,857011008279,,,,,
,Eyce Switchback Spoon,,39.99,Fixed,,1,,,840124404878,,,,,
,Regular Ice Beaker,,60.00,Fixed,,1,,,850009637468,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Regular Finders Keepers Gummies,,3.99,Fixed,,1,,,768395551377,,,,,
,Float Mixed Berries,,22.99,Fixed,,1,,,582237113116,,,,,
,Float Pina Polo,,22.99,Fixed,,1,,,582237113147,,,,,
,Float Tropical Delight,,22.99,Fixed,,1,,,582237113185,,,,,
,Juicy Apple,,22.99,Fixed,,1,,,582237113420,,,,,
,Litchi Ice,,22.99,Fixed,,1,,,582237113451,,,,,
,Strawberry Ice Cream,,22.99,Fixed,,1,,,582237113154,,,,,
,,,,,,,,,,,,,,
,Aloe Grape,,22.99,Fixed,,1,,,582237113000,,,,,
,Flum Cool Mint,,22.99,Fixed,,1,,,810105770063,,,,,
,Regular Flum Berry Fusion,,22.00,Fixed,,1,,,582237113406,,,,,
,Regular Flux Waterpipe,,449.99,Fixed,,1,,,6969085501007,,,,,
,Pineapple Ice,,19.99,Fixed,,1,,,6971824060416,,,,,
,Mixed Berries,,19.99,Fixed,,1,,,6971824060713,,,,,
,Crystal Lychee,,15.99,Fixed,,1,,,6972847426210,,,,,
,Millionaire Watermelon,,15.99,Fixed,,1,,,6972847426272,,,,,
,Pro,,99.99,Fixed,,1,,,811736021739,,,,,
,Micro,,79.99,Fixed,,1,,,811736025485,,,,,
,Elite,,129.99,Fixed,,1,,,811736021371,,,,,
,Regular Pen Dash,,95.00,Fixed,,1,,,811736023177,,,,,
,Mini Diamond,,1.29,Fixed,,1,,,031700057018,,,,,
,Mini Blue,,1.29,Fixed,,1,,,031700056820,,,,,
,Natural Silver,,0.99,Fixed,,1,,,031700049181,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Red Sweets,,0.99,Fixed,,1,,,031700049389,,,,,
,Green 1,,0.99,Fixed,,1,,,031700049242,,,,,
,,,,,,,,,,,,,,
,Game Pineapple,,0.99,Fixed,,1,,,031700049174,,,,,
,Game Cognac 1,,1.29,Fixed,,1,,,031700055175,,,,,
,White Russian,,1.29,Fixed,,1,,,031700055731,,,,,
,Leaf Pineapple 5 Cigars,,6.99,Fixed,,1,,,031700058435,,,,,
,Game Grape,,0.99,Fixed,,1,,,031700049716,,,,,
,Strawberry Colada,,0.99,Fixed,,1,,,031700056684,,,,,
,Black Sapphire,,0.99,Fixed,,1,,,031700056653,,,,,
,Hard Lemonade,,0.99,Fixed,,1,,,031700057520,,,,,
,Goji Berry Cone,,3.99,Fixed,,1,,,619683000513,,,,,
,Brown,,1.29,Fixed,,1,,,031700055113,,,,,
,Sweets,,1.29,Fixed,,1,,,031700055137,,,,,
,English Coronas 4 Pk,,8.29,Fixed,,1,,,031700008362,,,,,
,Pops Crystals,,1.99,Fixed,,1,,,031700044056,,,,,
,Garcia Y vega Green,,1.29,Fixed,,1,,,031700055120,,,,,
,Z50,,89.99,Fixed,,1,,,6970313645233,,,,,
,L200,,110.99,Fixed,,1,,,6974622802028,,,,,
,Aegis Mini,,89.99,Fixed,,1,,,6970313645608,,,,,
,Aegis Boost Pro kit,,53.99,Fixed,,1,,,6972866503510,,,,,
,Aegis Hero,,49.99,Fixed,,1,,,6972866500267,,,,,
,Aegis Legend,,89.99,Fixed,,1,,,6970313647596,,,,,
,B 0.4 Mesh Coil (25-35W),,19.99,Fixed,,1,,,6972866503862,,,,,
,Z 0.25 Dual Coil (45-57W),,29.99,Fixed,,1,,,6970313649651,,,,,
,Z 0.15 Coil (80-90W),,29.99,Fixed,,1,,,Z0.15OHM,,,,,
,Regular General Snus Mint,,8.00,Fixed,,1,,,609249670007,,,,,
,Pulsar Blue,,19.99,Fixed,,1,,,810008099049,,,,,
,Pulsar Red,,19.99,Fixed,,1,,,810008099094,,,,,
,Pulsar Green,,19.99,Fixed,,1,,,810008099063,,,,,
,Pulsar Rainbow,,19.99,Fixed,,1,,,810008099100,,,,,
,Nova Passion Fruit Mango,,15.99,Fixed,,1,,,784131917153,,,,,
,Nova Jungle Juice,,15.99,Fixed,,1,,,784131917764,,,,,
,Nova Key Lime Pie,,15.99,Fixed,,1,,,755379131137,,,,,
,Bio Max Alcohol,,8.99,Fixed,,1,,,10051497700208,,,,,
,G5 With Salt,,12.99,Fixed,,1,,,654345458912,,,,,
,Crud Bud,,21.99,Fixed,,1,,,00810008090749,,,,,
,420,,11.99,Fixed,,1,,,721405571048,,,,,
,G Grunge Off,,24.99,Fixed,,1,,,766897299674,,,,,
,G5 Cleaner,,12.99,Fixed,,1,,,654345458929,,,,,
,Randys Black Label,,12.99,Fixed,,1,,,850004557051,,,,,
,Ooze Resolution,,14.99,Fixed,,1,,,840212405213,,,,,
,Raw Pipe Cleaner,,2.99,Fixed,,1,,,716165292432,,,,,
,Resolution Cleaning Kit,,29.99,Fixed,,1,,,860079002141,,,,,
,710.,,10.99,Fixed,,1,,,721405571185,,,,,
,Piece Water,,10.00,Fixed,,1,,,860001042702,,,,,
,Pink Formula,,15.00,Fixed,,1,,,728886977796,,,,,
,Orange Chronic 12oz,,12.00,Fixed,,1,,,738964931015,,,,,
,Orange Chronic 16oz,,14.99,Fixed,,1,,,738964931022,,,,,
,Formula 420 Original,,11.99,Fixed,,1,,,721405571420,,,,,
,Formula 420 Soak N Rinse,,11.99,Fixed,,1,,,721405571093,,,,,
,Regular Glass Flat,,0.99,Fixed,,1,,,,,,,,
,Regular Glass Flower,,0.99,Fixed,,1,,,819436018509,,,,,
,Regular Glass Triangle,,0.99,Fixed,,1,,,819436018493,,,,,
,Regular Gloves,,14.99,Fixed,,1,,,608729629818,,,,,
,Regular Gluegar,,7.50,Fixed,,1,,,680392919823,,,,,
,Cigar Leaf,,2.99,Fixed,,1,,,855906007000,,,,,
,Whole leaf,,6.99,Fixed,,1,,,855906007024,,,,,
,Twisted Green Leaf,,7.00,Fixed,,1,,,082481966020,,,,,
,Twisted Sweet N Mild Leaf,,7.00,Fixed,,1,,,082481966112,,,,,
,Regular Graphic backpack,,60.00,Fixed,,1,,,638361821134,,,,,
,Graphic Backpack,,60.00,Fixed,,1,,,638361821073,,,,,
,Regular Grav,,14.99,Fixed,,1,,,810014752808,,,,,
,12mm Taster W/silicone Skin Green.,,14.99,Fixed,,1,,,810014758541,,,,,
,12mm Taster W/silicone Skin Orange,,14.99,Fixed,,1,,,810014758565,,,,,
,16mm Taster W/silicone Skin,,19.99,Fixed,,1,,,810014752860,,,,,
,16mm Taster W/skin,,19.99,Fixed,,1,,,810014758572,,,,,
,,,,,,,,,,,,,,
,Dugout Black,,69.99,Fixed,,1,,,810014751894,,,,,
,Dugout Pink,,69.99,Fixed,,1,,,810014753348,,,,,
,,,,,,,,,,,,,,
,Dugout Teal,,69.99,Fixed,,1,,,810014753324,,,,,
,9mm,,4.99,Fixed,,1,,,,,,,,
,10mm,,6.99,Fixed,,1,,,,,,,,
,12mm,,6.99,Fixed,,1,,,,,,,,
,Regular Gravity Hookah Dr. Cookie,,500.00,Fixed,,1,,,801426,,,,,
,Rolling Papers Green backs,,1.99,Fixed,,1,,,018505143405,,,,,
,Regular Green Gummy,,15.99,Fixed,,1,,,850037090877,,,,,
,Designed Grinder,,18.99,Fixed,,1,,,2020011500151,,,,,
,Tobacco Grinder,,8.99,Fixed,,1,,,2100000070114,,,,,
,"2"" Design Grinder 4pc",,12.99,Fixed,,1,,,2100000069927,,,,,
,TG4 Grinder,,12.99,Fixed,,1,,,6920201109811,,,,,
,Tree Designed Grinder,,11.99,Fixed,,1,,,652369013254,,,,,
,Cartoon Design Grinder,,14.99,Fixed,,1,,,6920816004020,,,,,
,Maribel Design Grinder,,14.99,Fixed,,1,,,652369013988,,,,,
,Hx004b Grinder,,14.99,Fixed,,1,,,6920201120281,,,,,
,"Blazy Susan 4pc 2.5"" Grinder",,28.99,Fixed,,1,,,051497066758,,,,,
,Bullet Design Grinder 1,,14.99,Fixed,,1,,,652369010840,,,,,
,Syndicate Grinder Card 1,,6.99,Fixed,,1,,,810033155826,,,,,
,Syndicate Grinder Card 2,,6.99,Fixed,,1,,,810033151415,,,,,
,Syndicate Grinder Card 3,,6.99,Fixed,,1,,,810033150623,,,,,
,Syndicate Grinder Card 4,,6.99,Fixed,,1,,,810033155772,,,,,
,Bullet Design Grinder 2,,11.99,Fixed,,1,,,652369110816,,,,,
,Bullet Design Grinder 3,,11.99,Fixed,,1,,,652369013933,,,,,
,Chip Design Grinder,,19.99,Fixed,,1,,,2020011500113,,,,,
,Design Grinder,,9.99,Fixed,,1,,,652369013629,,,,,
,"Piranha 1.5"" Grinder",,19.99,Fixed,,1,,,800218,,,,,
,"Piranha 2.2"" Grinder",,26.99,Fixed,,1,,,800174,,,,,
,"Pirnaha 2"" Grinder",,24.99,Fixed,,1,,,800166,,,,,
,"Piranha 2"" Grinder 1",,24.99,Fixed,,1,,,800163,,,,,
,"Piranha 2.5"" Grinder",,29.99,Fixed,,1,,,800217,,,,,
,Grinder 071C,,14.99,Fixed,,1,,,652369010499,,,,,
,Kannastor Grinder V2,,99.99,Fixed,,1,,,827190610235,,,,,
,Sick Electric Grinder,,49.99,Fixed,,1,,,6972104520064,,,,,
,"Shred It 2"" Grinder W",,19.49,Fixed,,1,,,2100000076925,,,,,
,Shred It Grinder,,25.99,Fixed,,1,,,2100000076932,,,,,
,"Shred It 1.5"" Grinder",,12.99,Fixed,,1,,,2100000076970,,,,,
,"Clean Cut 2.2"" Grinder",,35.99,Fixed,,1,,,810033156403,,,,,
,"Clean Cut 2.4"" Grinder",,42.99,Fixed,,1,,,810033153051,,,,,
,Syndicate Smart Stash,,39.99,Fixed,,1,,,810033157448,,,,,
,Syndicate Smart Stash 1,,34.99,Fixed,,1,,,810033154164,,,,,
,Wooden Style Grinder,,16.99,Fixed,,1,,,800712,,,,,
,Toothless Grinder,,16.99,Fixed,,1,,,800767,,,,,
,Removable Screen Grinder,,18.99,Fixed,,1,,,800753,,,,,
,Wakit Klr Grinder,,65.99,Fixed,,1,,,860000773348,,,,,
,Butt Grinder,,17.99,Fixed,,1,,,800755,,,,,
,Window Grinder,,16.99,Fixed,,1,,,800766,,,,,
,Kannastore 2.2 Grinder Silver,,32.99,Fixed,,1,,,780742466172,,,,,
,Kannastor 2.2 Grinder Black,,41.99,Fixed,,1,,,827190620425,,,,,
,Kannastor 2.5 Grinder Rose,,50.99,Fixed,,1,,,827190620531,,,,,
,Kannastor 1.5 Grinder Silver,,21.99,Fixed,,1,,,827190620012,,,,,
,Jay Grinder,,30.00,Fixed,,1,,,628178001690,,,,,
,Jay Grinder 1,,,VARIABLE,,1,,,628178001768,,,,,
,Wakit Electric Grinder,,54.99,Fixed,,1,,,860000773331,,,,,
,LTQ Vapor Electric Grinder,,49.99,Fixed,,1,,,69713957510968,,,,,
,Big Can Long Cut Wintergreen,,15.99,Fixed,,1,,,042100024043,,,,,
,Winter Green Long Cut,,6.99,Fixed,,1,,,042100010893,,,,,
,Long Cut 50c Off,,6.49,Fixed,,1,,,042100011135,,,,,
,Winter Green Pouches 50c Off,,6.49,Fixed,,1,,,042100011289,,,,,
,H2O Escobar Green Apple,,30.00,Fixed,,1,,,655255090933,,,,,
,H2O Escobar Blueberry Bubblegum,,30.00,Fixed,,1,,,655255438896,,,,,
,H2O Escobar Vanilla Custard,,30.00,Fixed,,1,,,655255091558,,,,,
,H2O Escobar Strawberry Milkshake,,30.00,Fixed,,1,,,655255202893,,,,,
,Regular Hamilton PB1 Device,,60.00,Fixed,,1,,,850012148395,,,,,
,,,,,,,,,,,,,,
,Hello Kitty Chocolate Cream,,6.00,Fixed,,1,,,074601168773,,,,,
,Hello Kitty Strawberry Cream,,6.00,Fixed,,1,,,074601168780,,,,,
,Regular Hello Kitty Chocolate,,6.00,Fixed,,1,,,074601167882,,,,,
,Regular Hello Kitty Fizzy Pop Cherry Lime,,5.99,Fixed,,1,,,611508175055,,,,,
,Regular Hello Kitty Strawberry,,6.00,Fixed,,1,,,074601167868,,,,,
,Regular Hello Kitty Strawberry Marshmallow,,7.00,Fixed,,1,,,894437000043,,,,,
,Regular Hello Kitty Trop Mango Marshmallow,,7.00,Fixed,,1,,,894437000081,,,,,
,Regular Panda Snacks,,6.00,Fixed,,1,,,072320750057,,,,,
,Regular Hemp Zone,,,VARIABLE,,1,,,,,,,,
,Kiwi Strawberry 1,,1.00,Fixed,,1,,,817127029698,,,,,
,Cali Fire,,1.99,Fixed,,1,,,619682994226,,,,,
,Berries,,1.99,Fixed,,1,,,619682994257,,,,,
,Strawberry,,1.99,Fixed,,1,,,619682994318,,,,,
,Mango Haze,,1.99,Fixed,,1,,,619682994042,,,,,
,Blueberry,,1.99,Fixed,,1,,,619682994134,,,,,
,Green Ogk,,1.99,Fixed,,1,,,619682994073,,,,,
,Naked,,1.99,Fixed,,1,,,619682994103,,,,,
,Rilla-G,,0.99,Fixed,,1,,,033300044504,,,,,
,Clementerp,,0.99,Fixed,,1,,,033300044511,,,,,
,Cali Cream,,0.99,Fixed,,1,,,033300044009,,,,,
,Hemp Rolling Paper King Size,,3.99,Fixed,,1,,,033300042036,,,,,
,Hemp Rolling Papers 1 1\2,,2.99,Fixed,,1,,,033300042029,,,,,
,Hempire King,,3.00,Fixed,,1,,,033300043019,,,,,
,1 And 14th,,2.99,Fixed,,1,,,033300043002,,,,,
,Regular Herbal Chef,,40.00,Fixed,,1,,,810008098974,,,,,
,Regular Herbal Cheif,,40.00,Fixed,,1,,,810008098974,,,,,
,Hidden Mug Safe,,29.99,Fixed,,1,,,018933605001,,,,,
,Hidden Wall Safe,,16.99,Fixed,,1,,,017874345588,,,,,
,Hidden Bang Safe,,12.99,Fixed,,1,,,610764863119,,,,,
,Hidden Del Monte Safe,,29.99,Fixed,,1,,,024000523727,,,,,
,Hidden Ultra Safe,,29.99,Fixed,,1,,,01833429,,,,,
,Hidden Bud Light Safe,,29.99,Fixed,,1,,,01810622,,,,,
,Hidden Monster Safe,,10.99,Fixed,,1,,,070847012474,,,,,
,Hidden Del Monte Safe 2,,29.99,Fixed,,1,,,024000523635,,,,,
,Hidden Rock Star Safe,,10.99,Fixed,,1,,,818094005777,,,,,
,Hidden Red Bull Safe,,29.99,Fixed,,1,,,611269991000,,,,,
,Hidden Dos Equis Safe,,10.99,Fixed,,1,,,072311310123,,,,,
,Hidden Sprite Safe,,11.99,Fixed,,1,,,04913207,,,,,
,Hidden Glue Safe,,39.99,Fixed,,1,,,065335075901,,,,,
,Hidden Pringles Safe,,13.99,Fixed,,1,,,038000138638,,,,,
,Hidden Coca Cola Safe,,11.99,Fixed,,1,,,04963406,,,,,
,Hidden Kool Aid Safe,,23.99,Fixed,,1,,,643462883998,,,,,
,Hidden Planters Safe,,23.99,Fixed,,1,,,643462883967,,,,,
,,,,,,,,,,,,,,
,Hidden Bar Basol Safe,,24.99,Fixed,,1,,,051009009341,,,,,
,Hidden Dr Papper Safe,,9.99,Fixed,,1,,,07831504,,,,,
,Hidden Medlo Safe,,10.99,Fixed,,1,,,080660957555,,,,,
,Hidden Tootsie Roll Safe,,12.99,Fixed,,1,,,071720036938,,,,,
,Hidden Morton Safe,,27.99,Fixed,,1,,,024600010030,,,,,
,Hidden Chef Boyardee,,29.99,Fixed,,1,,,064144048816,,,,,
,Hidden WD-40 Safe,,19.99,Fixed,,1,,,079567490029,,,,,
,Spare Key Hider,,19.99,Fixed,,1,,,017874150618,,,,,
,South West Specialty,,19.99,Fixed,,1,,,710551115626,,,,,
,Organic Wraps,,1.59,Fixed,,1,,,719499005037,,,,,
,Area 51 Green,,1.59,Fixed,,1,,,719499005570,,,,,
,Hubba bubblegum,,1.59,Fixed,,1,,,719499005518,,,,,
,Grape Ape,,1.59,Fixed,,1,,,719499005136,,,,,
,Blazin' Cherry,,1.99,Fixed,,1,,,719499005273,,,,,
,Eco Cardboard Filter Tips,,5.99,Fixed,,1,,,719499005396,,,,,
,Bare Berry,,1.59,Fixed,,1,,,719499005303,,,,,
,Organic Artisanal Cones Mauimango,,1.99,Fixed,,1,,,719499005822,,,,,
,Organic Artisanal Cone\cbd Hydro Lemonade,,1.99,Fixed,,1,,,719499005853,,,,,
,Baked Kookie,,1.59,Fixed,,1,,,719499005631,,,,,
,Flora Passion,,1.59,Fixed,,1,,,719499005600,,,,,
,Mauimango,,1.59,Fixed,,1,,,719499005068,,,,,
,Honey Pot Swirl Cone,,1.99,Fixed,,1,,,719499005839,,,,,
,Hydro Lemonade CBD  Wraps,,1.59,Fixed,,1,,,719499005167,,,,,
,Dutch Cream,,1.59,Fixed,,1,,,719499005549,,,,,
,Banana Goo,,1.59,Fixed,,1,,,719499005365,,,,,
,Honey Pot Swirl,,1.59,Fixed,,1,,,719499005105,,,,,
,Pineapple Paradise,,1.59,Fixed,,1,,,719499005334,,,,,
,Fuzzy Peach,,1.59,Fixed,,1,,,719499006249,,,,,
,Regular High hemp 100% Oganic Vegan Roll,,2.00,Fixed,,1,,,719499005198,,,,,
,Regular Hiiifect 2020 Battery,,34.99,Fixed,,1,,,669346474298,,,,,
,Regular Hitoki Laser High Tek Toking,,450.00,Fixed,,1,,,051497107802,,,,,
,Banana Cream 6mg,,15.99,Fixed,,1,,,812010030454,,,,,
,Frozen Watermelon 3mg,,15.99,Fixed,,1,,,812010030058,,,,,
,Passion Fruit Tea,,15.99,Fixed,,1,,,812010030492,,,,,
,Sweet Raspberry Crunch 3mg,,15.99,Fixed,,1,,,812010030133,,,,,
,Berry Melon Citrus 3mg,,15.99,Fixed,,1,,,812010030096,,,,,
,Premium Sweet Tobacco 6mg,,15.99,Fixed,,1,,,812010030591,,,,,
,Watermelon Berry 3mg,,15.99,Fixed,,1,,,812010030010,,,,,
,Banana Cream 3mg,,15.99,Fixed,,1,,,812010030447,,,,,
,Witch Doctor 3mg,,16.99,Fixed,,1,,,812010030607,,,,,
,Regular Hoodies,,39.99,Fixed,,1,,,,,,,,
,Lychee Ice 1,,16.99,Fixed,,1,,,6971578996818,,,,,
,Cotton Candy 1,,16.99,Fixed,,1,,,6973826704213,,,,,
,Tres Leches,,16.99,Fixed,,1,,,6973826701151,,,,,
,Gracurrant,,16.99,Fixed,,1,,,6973826703124,,,,,
,Mojiti,,16.99,Fixed,,1,,,6973826704053,,,,,
,HQD Banana Ice,,16.99,Fixed,,1,,,6971578992155,,,,,
,Pee Wee Kiwi 6mg,,21.99,Fixed,,1,,,810004619081,,,,,
,Sweeter Puppets 6mg,,21.99,Fixed,,1,,,810004619449,,,,,
,Hop Scotch 3mg,,15.99,Fixed,,1,,,810004619463,,,,,
,Hop Scotch 6mg,,21.99,Fixed,,1,,,810004619470,,,,,
,Pee Wee Kiwi 3mg,,21.99,Fixed,,1,,,810004619074,,,,,
,Humble Crumble 6mg,,21.99,Fixed,,1,,,810004619388,,,,,
,Sweeter Puppets 3mg,,21.99,Fixed,,1,,,810004619432,,,,,
,American Dream 3mg,,21.99,Fixed,,1,,,810004619401,,,,,
,Berry Blow Doe,,21.99,Fixed,,1,,,810004619050,,,,,
,Humble Crumble 3mg,,21.99,Fixed,,1,,,810004619371,,,,,
,American Dream 6mg,,21.99,Fixed,,1,,,810004619418,,,,,
,Nano Kratom Shot,,19.99,Fixed,,1,,,683332495227,,,,,
